价格 价差 真实标签 预测标签 原仓位 预测仓位
5769.40 -7.20 -2.00 -2.00 -1.00 -1.00
5762.20 -0.60 2.00 2.00 1.00 1.00
5761.60 -0.60 2.00 2.00 1.00 1.00
5761.00 2.60 2.00 2.00 1.00 1.00
5763.60 -4.20 2.00 2.00 1.00 1.00
5759.40 5.00 2.00 2.00 1.00 1.00
5764.40 5.80 2.00 2.00 1.00 1.00
5770.20 -1.20 -1.00 -1.00 -0.50 -0.50
5769.00 3.80 0.00 0.00 0.00 0.00
5772.80 0.60 -2.00 -2.00 -1.00 -1.00
5773.40 -2.60 -2.00 -2.00 -1.00 -1.00
5770.80 -1.20 -2.00 -2.00 -1.00 -1.00
5769.60 2.00 -1.00 -1.00 -0.50 -0.50
5771.60 -7.20 -2.00 -2.00 -1.00 -1.00
5764.40 1.20 2.00 2.00 1.00 1.00
5765.60 -2.60 2.00 2.00 1.00 1.00
5763.00 -1.60 2.00 2.00 1.00 1.00
5761.40 5.20 2.00 2.00 1.00 1.00
5766.60 3.40 0.00 0.00 0.00 0.00
5770.00 0.20 -2.00 -2.00 -1.00 -1.00
5770.20 -1.40 -2.00 -2.00 -1.00 -1.00
5768.80 1.00 -1.00 -1.00 -0.50 -0.50
5769.80 1.00 -2.00 -2.00 -1.00 -1.00
5770.80 0.80 -2.00 -2.00 -1.00 -1.00
5771.60 -1.00 -2.00 -2.00 -1.00 -1.00
5770.60 1.20 -2.00 -2.00 -1.00 -1.00
5771.80 0.20 -2.00 -2.00 -1.00 -1.00
5772.00 -4.60 -2.00 -2.00 -1.00 -1.00
5767.40 -10.40 0.00 0.00 0.00 0.00
5757.00 4.20 2.00 2.00 1.00 1.00
5761.20 -1.20 2.00 2.00 1.00 1.00
5760.00 0.00 2.00 2.00 1.00 1.00
5760.00 5.00 2.00 2.00 1.00 1.00
5765.00 6.60 2.00 2.00 1.00 1.00
5771.60 -3.20 2.00 2.00 1.00 1.00
5768.40 -0.40 2.00 2.00 1.00 1.00
5768.00 -2.80 2.00 2.00 1.00 1.00
5765.20 5.60 2.00 2.00 1.00 1.00
5770.80 6.40 2.00 2.00 1.00 1.00
5777.20 1.20 2.00 2.00 1.00 1.00
5778.40 -0.80 2.00 2.00 1.00 1.00
5777.60 1.20 2.00 2.00 1.00 1.00
5778.80 -2.40 2.00 2.00 1.00 1.00
5776.40 1.60 2.00 2.00 1.00 1.00
5778.00 -1.00 2.00 2.00 1.00 1.00
5777.00 1.20 2.00 2.00 1.00 1.00
5778.20 3.20 2.00 2.00 1.00 1.00
5781.40 0.80 2.00 2.00 1.00 1.00
5782.20 -0.20 2.00 2.00 1.00 1.00
5782.00 2.20 2.00 2.00 1.00 1.00
5784.20 1.20 2.00 2.00 1.00 1.00
5785.40 3.20 2.00 2.00 1.00 1.00
5788.60 -5.40 2.00 2.00 1.00 1.00
5783.20 3.80 2.00 2.00 1.00 1.00
5787.00 -0.60 2.00 2.00 1.00 1.00
5786.40 -0.80 2.00 2.00 1.00 1.00
5785.60 3.40 2.00 2.00 1.00 1.00
5789.00 3.80 2.00 2.00 1.00 1.00
5792.80 10.20 2.00 2.00 1.00 1.00
5803.00 -0.80 2.00 2.00 1.00 1.00
5802.20 -0.40 2.00 2.00 1.00 1.00
5801.80 -3.40 2.00 2.00 1.00 1.00
5798.40 -5.20 2.00 2.00 1.00 1.00
5793.20 7.20 2.00 2.00 1.00 1.00
5800.40 12.80 2.00 2.00 1.00 1.00
5813.20 -1.40 -2.00 -2.00 -1.00 -1.00
5811.80 -2.00 -2.00 -2.00 -1.00 -1.00
5809.80 2.00 -2.00 -2.00 -1.00 -1.00
5811.80 -2.80 -2.00 -2.00 -1.00 -1.00
5809.00 -4.20 -2.00 -2.00 -1.00 -1.00
5804.80 7.00 -2.00 -2.00 -1.00 -1.00
5811.80 -1.20 -2.00 -2.00 -1.00 -1.00
5810.60 0.20 -2.00 -2.00 -1.00 -1.00
5810.80 -9.60 -2.00 -2.00 -1.00 -1.00
5801.20 -4.00 -2.00 -2.00 -1.00 -1.00
5797.20 -12.00 2.00 2.00 1.00 1.00
5785.20 5.00 2.00 2.00 1.00 1.00
5790.20 0.40 2.00 2.00 1.00 1.00
5790.60 -0.40 2.00 2.00 1.00 1.00
5790.20 -7.00 2.00 2.00 1.00 1.00
5783.20 -0.80 2.00 2.00 1.00 1.00
5782.40 0.80 2.00 2.00 1.00 1.00
5783.20 3.60 2.00 2.00 1.00 1.00
5786.80 1.60 2.00 2.00 1.00 1.00
5788.40 4.00 2.00 2.00 1.00 1.00
5792.40 -5.20 2.00 2.00 1.00 1.00
5787.20 102.80 2.00 2.00 1.00 1.00
5890.00 16.40 -2.00 -2.00 -1.00 -1.00
5906.40 -3.80 -2.00 -2.00 -1.00 -1.00
5902.60 -13.20 -2.00 -2.00 -1.00 -1.00
5889.40 -7.00 -2.00 -2.00 -1.00 -1.00
5882.40 -7.00 -2.00 -2.00 -1.00 -1.00
5875.40 3.40 -2.00 -2.00 -1.00 -1.00
5878.80 -4.40 -2.00 -2.00 -1.00 -1.00
5874.40 5.20 -2.00 -2.00 -1.00 -1.00
5879.60 4.40 -2.00 -2.00 -1.00 -1.00
5884.00 -3.40 -2.00 -2.00 -1.00 -1.00
5880.60 -1.60 -2.00 -2.00 -1.00 -1.00
5879.00 0.20 -2.00 -2.00 -1.00 -1.00
5879.20 -5.20 -2.00 -2.00 -1.00 -1.00
5874.00 0.80 -2.00 -2.00 -1.00 -1.00
5874.80 -9.80 -2.00 -2.00 -1.00 -1.00
5865.00 -8.00 -2.00 -2.00 -1.00 -1.00
5857.00 -11.00 -2.00 -2.00 -1.00 -1.00
5846.00 9.60 -1.00 -1.00 -0.50 -0.50
5855.60 -7.00 -2.00 -2.00 -1.00 -1.00
5848.60 -0.20 -2.00 -2.00 -1.00 -1.00
5848.40 -9.00 -2.00 -2.00 -1.00 -1.00
5839.40 2.80 0.00 0.00 0.00 0.00
5842.20 2.60 -2.00 -2.00 -1.00 -1.00
5844.80 -2.60 -2.00 -2.00 -1.00 -1.00
5842.20 5.40 -2.00 -2.00 -1.00 -1.00
5847.60 2.40 -2.00 -2.00 -1.00 -1.00
5850.00 -9.40 -2.00 -2.00 -1.00 -1.00
5840.60 -4.20 -2.00 -2.00 -1.00 -1.00
5836.40 8.60 -2.00 -2.00 -1.00 -1.00
5845.00 -8.20 -2.00 -2.00 -1.00 -1.00
5836.80 -4.60 -2.00 -2.00 -1.00 -1.00
5832.20 1.20 -2.00 -2.00 -1.00 -1.00
5833.40 5.60 -2.00 -2.00 -1.00 -1.00
5839.00 -1.20 -2.00 -2.00 -1.00 -1.00
5837.80 -14.00 -2.00 -2.00 -1.00 -1.00
5823.80 -5.20 0.00 0.00 0.00 0.00
5818.60 -7.60 2.00 2.00 1.00 1.00
5811.00 9.00 2.00 2.00 1.00 1.00
5820.00 3.00 2.00 2.00 1.00 1.00
5823.00 10.00 0.00 0.00 0.00 0.00
5833.00 -2.00 -2.00 -2.00 -1.00 -1.00
5831.00 -2.40 -2.00 -2.00 -1.00 -1.00
5828.60 -5.20 -2.00 -2.00 -1.00 -1.00
5823.40 -0.60 -2.00 -2.00 -1.00 -1.00
5822.80 -2.60 -2.00 -2.00 -1.00 -1.00
5820.20 -1.60 -2.00 -2.00 -1.00 -1.00
5818.60 11.40 -2.00 -2.00 -1.00 -1.00
5830.00 -4.40 -2.00 -2.00 -1.00 -1.00
5825.60 -7.40 -2.00 -2.00 -1.00 -1.00
5818.20 -2.80 -2.00 -2.00 -1.00 -1.00
5815.40 4.60 -2.00 -2.00 -1.00 -1.00
5820.00 -2.40 -2.00 -2.00 -1.00 -1.00
5817.60 -10.60 -2.00 -2.00 -1.00 -1.00
5807.00 1.00 -2.00 -2.00 -1.00 -1.00
5808.00 -7.20 -2.00 -2.00 -1.00 -1.00
5800.80 2.00 2.00 2.00 1.00 1.00
5802.80 -4.60 1.00 1.00 0.50 0.50
5798.20 0.20 2.00 2.00 1.00 1.00
5798.40 7.20 2.00 2.00 1.00 1.00
5805.60 -13.80 1.00 1.00 0.50 0.50
5791.80 0.80 2.00 2.00 1.00 1.00
5792.60 11.00 2.00 2.00 1.00 1.00
5803.60 6.40 2.00 2.00 1.00 1.00
5810.00 0.00 2.00 2.00 1.00 1.00
5810.00 -0.60 2.00 2.00 1.00 1.00
5809.40 1.60 2.00 2.00 1.00 1.00
5811.00 -0.40 2.00 2.00 1.00 1.00
5810.60 3.80 2.00 2.00 1.00 1.00
5814.40 -5.60 0.00 0.00 0.00 0.00
5808.80 1.40 2.00 2.00 1.00 1.00
5810.20 1.80 2.00 2.00 1.00 1.00
5812.00 6.20 1.00 1.00 0.50 0.50
5818.20 6.60 -2.00 -2.00 -1.00 -1.00
5824.80 -4.40 -2.00 -2.00 -1.00 -1.00
5820.40 -4.20 -2.00 -2.00 -1.00 -1.00
5816.20 -0.80 -2.00 -2.00 -1.00 -1.00
5815.40 1.60 -2.00 -2.00 -1.00 -1.00
5817.00 -3.20 -2.00 -2.00 -1.00 -1.00
5813.80 1.80 -1.00 -1.00 -0.50 -0.50
5815.60 -7.40 -2.00 -2.00 -1.00 -1.00
5808.20 1.40 2.00 2.00 1.00 1.00
5809.60 0.60 2.00 2.00 1.00 1.00
5810.20 -3.40 2.00 2.00 1.00 1.00
5806.80 5.00 2.00 2.00 1.00 1.00
5811.80 1.60 1.00 1.00 0.50 0.50
5813.40 -0.40 0.00 0.00 0.00 0.00
5813.00 3.40 0.00 0.00 0.00 0.00
5816.40 -4.20 -2.00 -2.00 -1.00 -1.00
5812.20 1.00 0.00 0.00 0.00 0.00
5813.20 3.00 -1.00 -1.00 -0.50 -0.50
5816.20 -6.80 -2.00 -2.00 -1.00 -1.00
5809.40 -0.20 0.00 0.00 0.00 0.00
5809.20 4.80 -1.00 -1.00 -0.50 -0.50
5814.00 4.40 -2.00 -2.00 -1.00 -1.00
5818.40 -0.80 -2.00 -2.00 -1.00 -1.00
5817.60 -6.60 -2.00 -2.00 -1.00 -1.00
5811.00 -0.80 -2.00 -2.00 -1.00 -1.00
5810.20 -2.40 -2.00 -2.00 -1.00 -1.00
5807.80 -1.20 -2.00 -2.00 -1.00 -1.00
5806.60 4.60 -2.00 -2.00 -1.00 -1.00
5811.20 -3.40 -2.00 -2.00 -1.00 -1.00
5807.80 -3.40 -2.00 -2.00 -1.00 -1.00
5804.40 -2.40 -2.00 -2.00 -1.00 -1.00
5802.00 -5.40 -2.00 -2.00 -1.00 -1.00
5796.60 -8.80 -2.00 -2.00 -1.00 -1.00
5787.80 6.80 -2.00 -2.00 -1.00 -1.00
5794.60 -2.00 -2.00 -2.00 -1.00 -1.00
5792.60 1.40 -2.00 -2.00 -1.00 -1.00
5794.00 -7.20 -2.00 -2.00 -1.00 -1.00
5786.80 -10.80 -2.00 -2.00 -1.00 -1.00
5776.00 -8.80 -2.00 -2.00 -1.00 -1.00
5767.20 -5.80 -2.00 -2.00 -1.00 -1.00
5761.40 0.60 -2.00 -2.00 -1.00 -1.00
5762.00 -14.80 -2.00 -2.00 -1.00 -1.00
5747.20 6.00 -2.00 -2.00 -1.00 -1.00
5753.20 -7.60 -2.00 -2.00 -1.00 -1.00
5745.60 -1.60 0.00 0.00 0.00 0.00
5744.00 -9.60 2.00 2.00 1.00 1.00
5734.40 -6.20 2.00 2.00 1.00 1.00
5728.20 7.00 2.00 2.00 1.00 1.00
5735.20 -2.20 2.00 2.00 1.00 1.00
5733.00 6.80 2.00 2.00 1.00 1.00
5739.80 3.80 2.00 2.00 1.00 1.00
5743.60 4.40 2.00 2.00 1.00 1.00
5748.00 7.60 2.00 2.00 1.00 1.00
5755.60 -1.60 2.00 2.00 1.00 1.00
5754.00 4.40 2.00 2.00 1.00 1.00
5758.40 4.60 2.00 2.00 1.00 1.00
5763.00 0.60 2.00 2.00 1.00 1.00
5763.60 -4.00 2.00 2.00 1.00 1.00
5759.60 4.40 2.00 2.00 1.00 1.00
5764.00 3.80 2.00 2.00 1.00 1.00
5767.80 -0.60 2.00 2.00 1.00 1.00
5767.20 4.60 2.00 2.00 1.00 1.00
5771.80 -3.00 2.00 2.00 1.00 1.00
5768.80 -2.80 2.00 2.00 1.00 1.00
5766.00 7.60 2.00 2.00 1.00 1.00
5773.60 2.60 2.00 2.00 1.00 1.00
5776.20 3.80 1.00 1.00 0.50 0.50
5780.00 1.80 -1.00 -1.00 -0.50 -0.50
5781.80 -2.80 -2.00 -2.00 -1.00 -1.00
5779.00 -1.60 0.00 0.00 0.00 0.00
5777.40 0.40 0.00 0.00 0.00 0.00
5777.80 2.00 0.00 0.00 0.00 0.00
5779.80 -2.00 -1.00 -1.00 -0.50 -0.50
5777.80 -1.60 0.00 0.00 0.00 0.00
5776.20 2.60 0.00 0.00 0.00 0.00
5778.80 1.00 -2.00 -2.00 -1.00 -1.00
5779.80 -5.80 -2.00 -2.00 -1.00 -1.00
5774.00 4.20 0.00 0.00 0.00 0.00
5778.20 1.00 -2.00 -2.00 -1.00 -1.00
5779.20 0.80 -2.00 -2.00 -1.00 -1.00
5780.00 -0.40 -2.00 -2.00 -1.00 -1.00
5779.60 -1.80 -2.00 -2.00 -1.00 -1.00
5777.80 0.20 -2.00 -2.00 -1.00 -1.00
5778.00 1.80 -2.00 -2.00 -1.00 -1.00
5779.80 -7.80 -2.00 -2.00 -1.00 -1.00
5772.00 -0.20 -2.00 -2.00 -1.00 -1.00
5771.80 -4.60 -2.00 -2.00 -1.00 -1.00
5767.20 -3.00 -2.00 -2.00 -1.00 -1.00
5764.20 0.40 -2.00 -2.00 -1.00 -1.00
5764.60 -8.00 -2.00 -2.00 -1.00 -1.00
5756.60 5.60 -2.00 -2.00 -1.00 -1.00
5762.20 -8.00 -2.00 -2.00 -1.00 -1.00
5754.20 0.60 -2.00 -2.00 -1.00 -1.00
5754.80 4.00 -2.00 -2.00 -1.00 -1.00
5758.80 -1.00 -2.00 -2.00 -1.00 -1.00
5757.80 -1.40 -2.00 -2.00 -1.00 -1.00
5756.40 -5.40 -2.00 -2.00 -1.00 -1.00
5751.00 -0.60 -2.00 -2.00 -1.00 -1.00
5750.40 -2.00 -1.00 -1.00 -0.50 -0.50
5748.40 -0.20 0.00 0.00 0.00 0.00
5748.20 -4.60 0.00 0.00 0.00 0.00
5743.60 -10.60 2.00 2.00 1.00 1.00
5733.00 7.40 2.00 2.00 1.00 1.00
5740.40 10.60 2.00 2.00 1.00 1.00
5751.00 5.80 -2.00 -2.00 -1.00 -1.00
5756.80 -5.60 -2.00 -2.00 -1.00 -1.00
5751.20 1.00 -2.00 -2.00 -1.00 -1.00
5752.20 -10.80 -2.00 -2.00 -1.00 -1.00
5741.40 6.80 -2.00 -2.00 -1.00 -1.00
5748.20 7.80 -2.00 -2.00 -1.00 -1.00
5756.00 -3.20 -2.00 -2.00 -1.00 -1.00
5752.80 -1.40 -2.00 -2.00 -1.00 -1.00
5751.40 -13.00 -2.00 -2.00 -1.00 -1.00
5738.40 3.00 -2.00 -2.00 -1.00 -1.00
5741.40 4.20 -2.00 -2.00 -1.00 -1.00
5745.60 -9.20 -2.00 -2.00 -1.00 -1.00
5736.40 1.00 -2.00 -2.00 -1.00 -1.00
5737.40 -14.00 -2.00 -2.00 -1.00 -1.00
5723.40 -11.00 0.00 0.00 0.00 0.00
5712.40 9.60 2.00 2.00 1.00 1.00
5722.00 7.60 2.00 2.00 1.00 1.00
5729.60 -6.20 0.00 0.00 0.00 0.00
5723.40 6.40 2.00 2.00 1.00 1.00
5729.80 -4.40 0.00 0.00 0.00 0.00
5725.40 6.00 2.00 2.00 1.00 1.00
5731.40 0.60 1.00 1.00 0.50 0.50
5732.00 -3.20 1.00 1.00 0.50 0.50
5728.80 -10.80 2.00 2.00 1.00 1.00
5718.00 1.40 2.00 2.00 1.00 1.00
5719.40 -1.00 2.00 2.00 1.00 1.00
5718.40 8.80 2.00 2.00 1.00 1.00
5727.20 12.40 2.00 2.00 1.00 1.00
5739.60 4.20 1.00 1.00 0.50 0.50
5743.80 -5.00 -1.00 -1.00 -0.50 -0.50
5738.80 3.80 1.00 1.00 0.50 0.50
5742.60 -5.40 -2.00 -2.00 -1.00 -1.00
5737.20 2.00 2.00 2.00 1.00 1.00
5739.20 6.40 0.00 0.00 0.00 0.00
5745.60 -4.80 -2.00 -2.00 -1.00 -1.00
5740.80 -0.60 -2.00 -2.00 -1.00 -1.00
5740.20 2.20 -2.00 -2.00 -1.00 -1.00
5742.40 -2.00 -2.00 -2.00 -1.00 -1.00
5740.40 0.20 -2.00 -2.00 -1.00 -1.00
5740.60 6.40 -2.00 -2.00 -1.00 -1.00
5747.00 -3.20 -2.00 -2.00 -1.00 -1.00
5743.80 -4.60 -2.00 -2.00 -1.00 -1.00
5739.20 -5.60 -2.00 -2.00 -1.00 -1.00
5733.60 -2.20 -1.00 -1.00 -0.50 -0.50
5731.40 0.60 0.00 0.00 0.00 0.00
5732.00 -4.20 0.00 0.00 0.00 0.00
5727.80 5.80 2.00 2.00 1.00 1.00
5733.60 3.80 1.00 1.00 0.50 0.50
5737.40 -3.20 -2.00 -2.00 -1.00 -1.00
5734.20 -3.80 0.00 0.00 0.00 0.00
5730.40 -1.20 2.00 2.00 1.00 1.00
5729.20 -1.60 2.00 2.00 1.00 1.00
5727.60 0.80 2.00 2.00 1.00 1.00
5728.40 3.00 2.00 2.00 1.00 1.00
5731.40 3.00 2.00 2.00 1.00 1.00
5734.40 1.80 2.00 2.00 1.00 1.00
5736.20 3.40 2.00 2.00 1.00 1.00
5739.60 0.20 0.00 0.00 0.00 0.00
5739.80 4.00 0.00 0.00 0.00 0.00
5743.80 -2.20 -2.00 -2.00 -1.00 -1.00
5741.60 -5.80 -1.00 -1.00 -0.50 -0.50
5735.80 -3.00 2.00 2.00 1.00 1.00
5732.80 6.80 2.00 2.00 1.00 1.00
5739.60 1.20 0.00 0.00 0.00 0.00
5740.80 -2.40 -2.00 -2.00 -1.00 -1.00
5738.40 -3.40 -1.00 -1.00 -0.50 -0.50
5735.00 2.20 0.00 0.00 0.00 0.00
5737.20 -0.40 -2.00 -2.00 -1.00 -1.00
5736.80 8.20 -2.00 -2.00 -1.00 -1.00
5745.00 -1.40 -2.00 -2.00 -1.00 -1.00
5743.60 1.20 -2.00 -2.00 -1.00 -1.00
5744.80 0.80 -2.00 -2.00 -1.00 -1.00
5745.60 -3.60 -2.00 -2.00 -1.00 -1.00
5742.00 -8.00 -2.00 -2.00 -1.00 -1.00
5734.00 -3.00 -2.00 -2.00 -1.00 -1.00
5731.00 -5.60 -2.00 -2.00 -1.00 -1.00
5725.40 -0.40 -2.00 -2.00 -1.00 -1.00
5725.00 2.60 -2.00 -2.00 -1.00 -1.00
5727.60 -5.60 -2.00 -2.00 -1.00 -1.00
5722.00 -7.00 0.00 0.00 0.00 0.00
5715.00 -1.40 2.00 2.00 1.00 1.00
5713.60 -2.40 2.00 2.00 1.00 1.00
5711.20 11.20 2.00 2.00 1.00 1.00
5722.40 -7.00 0.00 0.00 0.00 0.00
5715.40 2.60 2.00 2.00 1.00 1.00
5718.00 -4.80 2.00 2.00 1.00 1.00
5713.20 11.80 2.00 2.00 1.00 1.00
5725.00 -0.40 -2.00 -2.00 -1.00 -1.00
5724.60 3.40 -2.00 -2.00 -1.00 -1.00
5728.00 0.00 -2.00 -2.00 -1.00 -1.00
5728.00 3.60 -2.00 -2.00 -1.00 -1.00
5731.60 -5.60 -2.00 -2.00 -1.00 -1.00
5726.00 -5.20 -2.00 -2.00 -1.00 -1.00
5720.80 8.20 -2.00 -2.00 -1.00 -1.00
5729.00 -7.80 -2.00 -2.00 -1.00 -1.00
5721.20 -6.60 -2.00 -2.00 -1.00 -1.00
5714.60 -7.20 -2.00 -2.00 -1.00 -1.00
5707.40 0.40 -2.00 -2.00 -1.00 -1.00
5707.80 -1.60 -2.00 -2.00 -1.00 -1.00
5706.20 -5.00 -2.00 -2.00 -1.00 -1.00
5701.20 7.60 -2.00 -2.00 -1.00 -1.00
5708.80 -6.40 -2.00 -2.00 -1.00 -1.00
5702.40 0.00 -2.00 -2.00 -1.00 -1.00
5702.40 -6.00 -2.00 -2.00 -1.00 -1.00
5696.40 -5.60 -2.00 -2.00 -1.00 -1.00
5690.80 1.00 -2.00 -2.00 -1.00 -1.00
5691.80 -0.40 -2.00 -2.00 -1.00 -1.00
5691.40 -5.40 -2.00 -2.00 -1.00 -1.00
5686.00 4.00 -2.00 -2.00 -1.00 -1.00
5690.00 -6.60 -2.00 -2.00 -1.00 -1.00
5683.40 -7.80 -2.00 -2.00 -1.00 -1.00
5675.60 8.80 2.00 2.00 1.00 1.00
5684.40 -4.40 -2.00 -2.00 -1.00 -1.00
5680.00 1.40 0.00 0.00 0.00 0.00
5681.40 -9.20 -1.00 -1.00 -0.50 -0.50
5672.20 -4.00 2.00 2.00 1.00 1.00
5668.20 6.80 2.00 2.00 1.00 1.00
5675.00 -3.20 2.00 2.00 1.00 1.00
5671.80 1.60 2.00 2.00 1.00 1.00
5673.40 10.20 2.00 2.00 1.00 1.00
5683.60 0.80 0.00 0.00 0.00 0.00
5684.40 7.80 -1.00 -1.00 -0.50 -0.50
5692.20 -7.20 -2.00 -2.00 -1.00 -1.00
5685.00 2.00 -2.00 -2.00 -1.00 -1.00
5687.00 -5.00 -2.00 -2.00 -1.00 -1.00
5682.00 1.80 -1.00 -1.00 -0.50 -0.50
5683.80 -3.20 -2.00 -2.00 -1.00 -1.00
5680.60 2.00 -1.00 -1.00 -0.50 -0.50
5682.60 -4.00 -2.00 -2.00 -1.00 -1.00
5678.60 -3.00 0.00 0.00 0.00 0.00
5675.60 8.60 1.00 1.00 0.50 0.50
5684.20 4.60 -2.00 -2.00 -1.00 -1.00
5688.80 -10.00 -2.00 -2.00 -1.00 -1.00
5678.80 -3.00 -2.00 -2.00 -1.00 -1.00
5675.80 2.40 -1.00 -1.00 -0.50 -0.50
5678.20 -2.80 -2.00 -2.00 -1.00 -1.00
5675.40 10.40 -2.00 -2.00 -1.00 -1.00
5685.80 -11.00 -2.00 -2.00 -1.00 -1.00
5674.80 -3.80 -2.00 -2.00 -1.00 -1.00
5671.00 2.60 0.00 0.00 0.00 0.00
5673.60 -2.00 0.00 0.00 0.00 0.00
5671.60 5.00 1.00 1.00 0.50 0.50
5676.60 -5.80 -2.00 -2.00 -1.00 -1.00
5670.80 0.00 2.00 2.00 1.00 1.00
5670.80 0.20 2.00 2.00 1.00 1.00
5671.00 -4.60 2.00 2.00 1.00 1.00
5666.40 5.60 2.00 2.00 1.00 1.00
5672.00 -3.00 2.00 2.00 1.00 1.00
5669.00 3.20 2.00 2.00 1.00 1.00
5672.20 0.60 2.00 2.00 1.00 1.00
5672.80 -3.20 2.00 2.00 1.00 1.00
5669.60 9.20 2.00 2.00 1.00 1.00
5678.80 2.20 2.00 2.00 1.00 1.00
5681.00 0.00 2.00 2.00 1.00 1.00
5681.00 1.20 2.00 2.00 1.00 1.00
5682.20 -1.20 2.00 2.00 1.00 1.00
5681.00 -2.60 2.00 2.00 1.00 1.00
5678.40 0.20 2.00 2.00 1.00 1.00
5678.60 0.20 2.00 2.00 1.00 1.00
5678.80 6.20 2.00 2.00 1.00 1.00
5685.00 2.00 2.00 2.00 1.00 1.00
5687.00 -0.80 2.00 2.00 1.00 1.00
5686.20 -0.80 2.00 2.00 1.00 1.00
5685.40 5.20 2.00 2.00 1.00 1.00
5690.60 7.80 2.00 2.00 1.00 1.00
5698.40 0.40 2.00 2.00 1.00 1.00
5698.80 4.80 2.00 2.00 1.00 1.00
5703.60 -1.20 0.00 0.00 0.00 0.00
5702.40 4.60 1.00 1.00 0.50 0.50
5707.00 2.80 -1.00 -1.00 -0.50 -0.50
5709.80 -4.40 -2.00 -2.00 -1.00 -1.00
5705.40 -3.20 0.00 0.00 0.00 0.00
5702.20 1.00 2.00 2.00 1.00 1.00
5703.20 2.40 2.00 2.00 1.00 1.00
5705.60 -2.20 2.00 2.00 1.00 1.00
5703.40 -5.80 2.00 2.00 1.00 1.00
5697.60 1.20 2.00 2.00 1.00 1.00
5698.80 3.20 2.00 2.00 1.00 1.00
5702.00 4.80 2.00 2.00 1.00 1.00
5706.80 3.60 2.00 2.00 1.00 1.00
5710.40 -2.20 2.00 2.00 1.00 1.00
5708.20 4.40 2.00 2.00 1.00 1.00
5712.60 2.80 2.00 2.00 1.00 1.00
5715.40 2.20 2.00 2.00 1.00 1.00
5717.60 -3.80 1.00 1.00 0.50 0.50
5713.80 0.60 2.00 2.00 1.00 1.00
5714.40 -3.60 2.00 2.00 1.00 1.00
5710.80 4.80 2.00 2.00 1.00 1.00
5715.60 0.00 2.00 2.00 1.00 1.00
5715.60 0.00 2.00 2.00 1.00 1.00
5715.60 0.80 2.00 2.00 1.00 1.00
5716.40 3.20 2.00 2.00 1.00 1.00
5719.60 6.80 2.00 2.00 1.00 1.00
5726.40 4.00 2.00 2.00 1.00 1.00
5730.40 -2.80 0.00 0.00 0.00 0.00
5727.60 1.80 2.00 2.00 1.00 1.00
5729.40 -7.20 1.00 1.00 0.50 0.50
5722.20 6.00 2.00 2.00 1.00 1.00
5728.20 1.40 2.00 2.00 1.00 1.00
5729.60 2.00 1.00 1.00 0.50 0.50
5731.60 3.60 0.00 0.00 0.00 0.00
5735.20 -0.40 -2.00 -2.00 -1.00 -1.00
5734.80 -3.00 -2.00 -2.00 -1.00 -1.00
5731.80 3.00 -1.00 -1.00 -0.50 -0.50
5734.80 -2.20 -2.00 -2.00 -1.00 -1.00
5732.60 3.60 -2.00 -2.00 -1.00 -1.00
5736.20 -2.20 -2.00 -2.00 -1.00 -1.00
5734.00 -6.40 -2.00 -2.00 -1.00 -1.00
5727.60 0.40 2.00 2.00 1.00 1.00
5728.00 -2.20 2.00 2.00 1.00 1.00
5725.80 0.60 2.00 2.00 1.00 1.00
5726.40 -2.60 2.00 2.00 1.00 1.00
5723.80 5.00 2.00 2.00 1.00 1.00
5728.80 0.80 2.00 2.00 1.00 1.00
5729.60 3.60 2.00 2.00 1.00 1.00
5733.20 -2.00 1.00 1.00 0.50 0.50
5731.20 -2.40 2.00 2.00 1.00 1.00
5728.80 2.40 2.00 2.00 1.00 1.00
5731.20 5.60 2.00 2.00 1.00 1.00
5736.80 -1.00 0.00 0.00 0.00 0.00
5735.80 -3.00 1.00 1.00 0.50 0.50
5732.80 2.80 2.00 2.00 1.00 1.00
5735.60 -2.40 2.00 2.00 1.00 1.00
5733.20 -1.80 2.00 2.00 1.00 1.00
5731.40 3.60 2.00 2.00 1.00 1.00
5735.00 4.20 2.00 2.00 1.00 1.00
5739.20 -2.20 2.00 2.00 1.00 1.00
5737.00 3.80 2.00 2.00 1.00 1.00
5740.80 0.60 2.00 2.00 1.00 1.00
5741.40 -4.80 2.00 2.00 1.00 1.00
5736.60 1.40 2.00 2.00 1.00 1.00
5738.00 4.00 2.00 2.00 1.00 1.00
5742.00 1.00 2.00 2.00 1.00 1.00
5743.00 3.00 2.00 2.00 1.00 1.00
5746.00 -1.80 0.00 0.00 0.00 0.00
5744.20 2.60 1.00 1.00 0.50 0.50
5746.80 0.40 0.00 0.00 0.00 0.00
5747.20 2.80 0.00 0.00 0.00 0.00
5750.00 -1.60 -2.00 -2.00 -1.00 -1.00
5748.40 0.20 -1.00 -1.00 -0.50 -0.50
5748.60 -1.00 -1.00 -1.00 -0.50 -0.50
5747.60 -4.20 0.00 0.00 0.00 0.00
5743.40 -1.20 2.00 2.00 1.00 1.00
5742.20 1.60 2.00 2.00 1.00 1.00
5743.80 0.00 2.00 2.00 1.00 1.00
5743.80 2.80 2.00 2.00 1.00 1.00
5746.60 1.60 2.00 2.00 1.00 1.00
5748.20 -0.20 1.00 1.00 0.50 0.50
